request_id,request
9966,who do i report to if my credit card snaps
9967,show me the reviews for the new jalapeno fries at taco bell
9968,schedule a meeting with carrie and lisa
9969,will i pay over $500 in federal taxes
9970,how much farther can i drive on the gas i have
9971,read my complete todo list to me
9972,what's my vacation status
9973,how many teaspoons is one tablespoon
9974,what are some good itialian restaurants in north salem
9975,"play the song with the lyrics, baby shark, doo doo"
9976,"can you play the song amazing grace and it goes like this, amazing grace how sweet the sound"
9977,can you sub half and half for heavy whipping cream
9978,may i have your name
9979,what plug does colombia use
9980,what is tomorrow's date
9981,does applebees have good reviews
9982,when don't i have to work next
9983,can you set me a reminder
9984,i have a revolving store card and defaulted so will my fico score be affected
9985,switch voice option to female
9986,does canada require a visa
9987,my bank needs to know i am going to be out of the country
9988,was my order dropped off
9989,i would like to know where my phone is
9990,what's my current reward balance on my amex card
9991,no payments on my bank account
9992,tell me a random fact
9993,can you turn my lights down just a bit
9994,how many tablespoons and teaspoons is one cup
9995,are there are any good places in washington that serve cheese pizza
9996,is flight dl123 on time
9997,how are the reviews for mcdonald's
9998,how long to get a new credit card
9999,z uses which type of plug
10000,how full is my gas tank
10001,what is the weather forecast for seattle
10002,what is 3 to the 6th power
10003,how do you say cat in spanish
10004,how can i use you
10005,i want to see my reminder list
10006,"i need a place in pittsburgh to stay from monday to friday, can you help"
10007,did i lock the doors
10008,can you help me locate my phone
10009,at what time is laundry on my to do list
10010,are the reviews for chevy's any good
10011,tell me a fun fact about butterflies
10012,report the card has been damaged
10013,play rock playlist
10014,how much do i pay the government in taxes
10015,what is 7 x 7
10016,what type of gas does the car use
10017,how do i schedule getting my tires checked
10018,my credit card has been stolen and i want to know how long it will be before i can get a new one
10019,what day is it
10020,can you walk me through the various tasks on my to do list
10021,what is my maurices card's rewards balance
10022,how full are my tires
10023,i want to book uber for 3 people to union station
10024,what would four inches be in centimeters
10025,my car uses what type of fuel
10026,can you see if i have my doors locked
10027,how many points did i get on my visa card
10028,i'm afraid my luggage has gone missing
10029,what are some ways to keep my credit score up
10030,what name do you want me to use
10031,can i swap cayenne pepper for black pepper
10032,could you please let me apply for a new credit card
10033,the meaning of life
10034,has my request for the day off been approved yet
10035,disconnect from phone
10036,what things do you know how to do
10037,track my order
10038,what are the ratings for chipotle
10039,what points have i earned on my visa
10040,"if i ordered a new card, how long til it comes"
10041,can i get some music by three six mafia in here
10042,i'm vacationing in israel will i need a visa
10043,read back my to do list
10044,how busy is red robin around 5 pm
10045,credit limit info
10046,what kinds of things are you knowledgable about
10047,please tell me if there are meeting rooms available between 9:00 am and 11:00 am
10048,can you tell me the calories for the cheeseburger
10049,are there any positive reviews for wendy's
10050,when should my oil be changed
10051,are my tires filled enough
10052,what do i want to remember
10053,please tell me what date it is today
10054,can you suggest a few credit cards that have good rewards points
10055,do you think i could get a target gift card with my credit card points
10056,it is okay to replace water instead of milk
10057,"if i want to cash in my american express rewards, how do i do that"
10058,can you find the exact amount i pay income taxes
10059,can i use sour cream instead of yogurt
10060,would it be ok if i have pepper and not salt
10061,don't do this process
10062,what to do if luggage lost
10063,i'd like to have a reminder made
10064,are you able to play beatles songs
